yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,locationid,topicid,questionid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2022,2022,NE,Nebraska,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,23,23,,,21.2,24.9,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS01,,CRDPREV,SEX,SEXM,,,,
2022,2022,NE,Nebraska,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,,%,Crude Prevalence,68.7,68.7,,,66.1,71.1,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,ORH,ORH01,,CRDPREV,SEX,SEXM,,,,
2022,2022,OK,Oklahoma,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,67.8,67.8,,,65.2,70.3,Age,Age >=65,,,,,POINT (-97.52107021399968 35.47203135600046),40,IMM,IMM01,,CRDPREV,AGE,AGE65P,,,,
2022,2022,OK,Oklahoma,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,23.5,23.5,,,21.3,25.8,Age,Age 18-44,,,,,POINT (-97.52107021399968 35.47203135600046),40,MEN,MEN05,,CRDPREV,AGE,AGE1844,,,,
2022,2022,OR,Oregon,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,55.4,55.4,,,52.3,58.5,Age,Age >=65,,,,,POINT (-120.15503132599969 44.56744942400047),41,ART,ART01,,CRDPREV,AGE,AGE65P,,,,
2022,2022,OR,Oregon,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,31.9,31.9,,,27.4,36.8,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,IMM,IMM01,,CRDPREV,RACE,HIS,,,,
2022,2022,US,United States,BRFSS,Sleep,Short sleep duration among adults,,%,Crude Prevalence,38.6,38.6,,,38,39.1,Age,Age 45-64,,,,,,59,SLEP,SLP03,,CRDPREV,AGE,AGE4564,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,34395,34395,,,,,Sex,Female,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2015,2019,ID,Idaho,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,123.1,123.1,,,100.5,149.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN08,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,12.2,12.2,,,11,13.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN01,,AGEADJRATE,RACE,WHT,,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,548.3,548.3,,,543.3,553.4,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,73.2,73.2,,,70.6,75.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN03,,NMBR,RACE,AIAN,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN02,,NMBR,SEX,SEXM,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.9,14.9,,,14.3,15.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,18.4,18.4,,,16.5,20.4,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN05,,CRDRATE,OVERALL,OVR,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,3431,3431,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,NMBR,RACE,API,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Female,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN05,,AGEADJRATE,SEX,SEXF,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,139.9,139.9,,,138.2,141.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2016,2020,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,46.1,46.1,,,44.5,47.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,11119,11119,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,,NMBR,RACE,WHT,,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.1,14.1,,,13.8,14.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN01,,AGEADJRATE,RACE,WHT,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,20711,20711,,,,,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,KY,Kentucky,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,226.6,226.6,,,223.9,229.4,Sex,Male,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,NH,New Hampshire,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,101,101,,,,,Sex,Female,,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN01,,NMBR,SEX,SEXF,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,20.6,20.6,,,19.9,21.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN05,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,38,38,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN03,,NMBR,RACE,HIS,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,161.3,161.3,,,158.2,164.5,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,158.3,158.3,,,156.2,160.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,400.4,400.4,,,397.2,403.5,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,30165,30165,,,,,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN02,,AGEADJRATE,RACE,AIAN,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN02,,AGEADJRATE,SEX,SEXM,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,191.5,191.5,,,185.1,198.2,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,1.4,1.4,,,1.1,1.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN03,,CRDRATE,RACE,API,,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,23.5,23.5,,,20.3,26.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN02,,CRDRATE,RACE,BLK,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,3.9,3.9,,,2.3,6,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN05,,CRDRATE,RACE,HIS,,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,37.3,37.3,,,36.5,38.1,Sex,Female,,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,12.9,12.9,,,9.5,16.9,Race/Ethnicity,Hispanic,,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2016,2020,MT,Montana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,426.4,426.4,,,419.1,433.7,Sex,Female,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,13.2,13.2,,,10.7,16.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,486.1,486.1,,,479.9,492.4,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,57.9,57.9,,,48,69,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,54.3,54.3,,,53.8,54.7,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN04,,CRDRATE,OVERALL,OVR,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,18.8,18.8,,,16.8,21.1,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,33,33,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,NMBR,RACE,HIS,,,,
2015,2019,MO,Missouri,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.2,14.2,,,13.9,14.6,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN05,,AGEADJRATE,RACE,AIAN,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,11.6,11.6,,,6.7,18.6,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN02,,AGEADJRATE,RACE,API,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,526.5,526.5,,,521.6,531.4,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,450.8,450.8,,,449.5,452.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN07,,AGEADJRATE,RACE,WHT,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,371.3,371.3,,,355.2,388,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,13.4,13.4,,,12.2,14.6,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN01,,CRDRATE,OVERALL,OVR,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,19.8,19.8,,,18.7,21,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN01,,CRDRATE,RACE,HIS,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,69,69,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN03,,NMBR,RACE,WHT,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN04,,NMBR,RACE,API,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,20,20,,,19.2,20.7,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN05,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,15,15,,,13.7,16.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN02,,AGEADJRATE,RACE,API,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN02,,NMBR,SEX,SEXM,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,19.8,19.8,,,18.9,20.8,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,164.7,164.7,,,161.1,168.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.8,11.8,,,11.1,12.5,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN01,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,252,252,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,6.2,6.2,,,5.2,7.2,Race/Ethnicity,Hispanic,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN02,,CRDRATE,RACE,HIS,,,,
2016,2020,NM,New Mexico,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed, too few respondents or cases,,,Sex,Male,,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN03,,NMBR,SEX,SEXM,,,
2015,2019,ID,Idaho,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,26.4,26.4,,,17,38.6,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN04,,AGEADJRATE,RACE,API,,,,
2015,2019,SC,South Carolina,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,44.1,44.1,,,43,45.3,Sex,Female,,,,,POINT (-81.04537120699968 33.998821303000454),45,CAN,CAN04,,CRDRATE,SEX,SEXF,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,38,38,,,37.5,38.6,Sex,Male,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN04,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,571,571,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN05,,NMBR,RACE,WHT,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,11.1,11.1,,,9.5,13,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN04,,CRDRATE,RACE,API,,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,10,10,,,,,Sex,Female,,,,,POINT (-77.036871 38.907192),11,CAN,CAN03,,NMBR,SEX,SEXF,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,16.5,16.5,,,16.4,16.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,21.1,21.1,,,18.1,24.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NM,New Mexico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,1222,1222,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN08,,NMBR,RACE,HIS,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed, too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,497.1,497.1,,,458.5,538.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,168.7,168.7,,,165.4,172.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,20.2,20.2,,,19.6,20.9,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN05,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,380,380,,,,,Sex,Female,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN01,,NMBR,SEX,SEXF,,,,
